RECORDING_SESSION_LABEL,TRIAL_INDEX,AG_Audio_LIST,AG_Loc,AG_VIDEO,Drift_Check,Session_Name_,Trial_Index_,Trial_Recycled_,calibration,condition,phase,session,video_file,video_id,video_latency,DATA_FILE,EYE_USED,GROUPING_VARIABLES,IA_AREA,IA_AVERAGE_FIX_PUPIL_SIZE,IA_BOTTOM,IA_DWELL_TIME,IA_DWELL_TIME_%,IA_DYNAMIC,IA_END_TIME,IA_FIRST_FIXATION_DURATION,IA_FIRST_FIXATION_INDEX,IA_FIRST_FIXATION_PREVIOUS_FIX_IA,IA_FIRST_FIXATION_PREVIOUS_IAREAS,IA_FIRST_FIXATION_RUN_INDEX,IA_FIRST_FIXATION_TIME,IA_FIRST_FIXATION_VISITED_IA_COUNT,IA_FIRST_FIXATION_X,IA_FIRST_FIXATION_Y,IA_FIRST_FIX_PROGRESSIVE,IA_FIRST_RUN_DWELL_TIME,IA_FIRST_RUN_END_TIME,IA_FIRST_RUN_FIXATION_%,IA_FIRST_RUN_FIXATION_COUNT,IA_FIRST_RUN_LANDING_POSITION,IA_FIRST_RUN_LAUNCH_SITE,IA_FIRST_RUN_START_TIME,IA_FIRST_SACCADE_AMPLITUDE,IA_FIRST_SACCADE_ANGLE,IA_FIRST_SACCADE_END_TIME,IA_FIRST_SACCADE_INDEX,IA_FIRST_SACCADE_START_TIME,IA_FIXATION_%,IA_FIXATION_COUNT,IA_FSA_COUNT_21,IA_FSA_COUNT_22,IA_FSA_COUNT_23,IA_FSA_DURATION_21,IA_FSA_DURATION_22,IA_FSA_DURATION_23,IA_GROUP,IA_ID,IA_INSTANCES_COUNT,IA_LABEL,IA_LAST_FIXATION_DURATION,IA_LAST_FIXATION_RUN,IA_LAST_FIXATION_TIME,IA_LAST_FIXATION_X,IA_LAST_FIXATION_Y,IA_LAST_RUN_DWELL_TIME,IA_LAST_RUN_END_TIME,IA_LAST_RUN_FIXATION_%,IA_LAST_RUN_FIXATION_COUNT,IA_LAST_RUN_LANDING_POSITION,IA_LAST_RUN_LAUNCH_SITE,IA_LAST_RUN_START_TIME,IA_LAST_SACCADE_AMPLITUDE,IA_LAST_SACCADE_ANGLE,IA_LAST_SACCADE_END_TIME,IA_LAST_SACCADE_INDEX,IA_LAST_SACCADE_START_TIME,IA_LEFT,IA_LEGAL,IA_LEGAL_IMMEDIATE,IA_MAX_FIX_PUPIL_SIZE,IA_MIN_FIX_PUPIL_SIZE,IA_POINTS,IA_REGRESSION_IN,IA_REGRESSION_IN_COUNT,IA_REGRESSION_OUT,IA_REGRESSION_OUT_COUNT,IA_REGRESSION_OUT_FULL,IA_REGRESSION_OUT_FULL_COUNT,IA_REGRESSION_PATH_DURATION,IA_RIGHT,IA_RUN_COUNT,IA_SECOND_FIXATION_DURATION,IA_SECOND_FIXATION_RUN,IA_SECOND_FIXATION_TIME,IA_SECOND_FIXATION_X,IA_SECOND_FIXATION_Y,IA_SECOND_RUN_DWELL_TIME,IA_SECOND_RUN_END_TIME,IA_SECOND_RUN_FIXATION_%,IA_SECOND_RUN_FIXATION_COUNT,IA_SECOND_RUN_LANDING_POSITION,IA_SECOND_RUN_LAUNCH_SITE,IA_SECOND_RUN_START_TIME,IA_SELECTIVE_REGRESSION_PATH_DURATION,IA_SKIP,IA_SPILLOVER,IA_START_TIME,IA_THIRD_FIXATION_DURATION,IA_THIRD_FIXATION_RUN,IA_THIRD_FIXATION_TIME,IA_THIRD_FIXATION_X,IA_THIRD_FIXATION_Y,IA_THIRD_RUN_DWELL_TIME,IA_THIRD_RUN_END_TIME,IA_THIRD_RUN_FIXATION_%,IA_THIRD_RUN_FIXATION_COUNT,IA_THIRD_RUN_LANDING_POSITION,IA_THIRD_RUN_LAUNCH_SITE,IA_THIRD_RUN_START_TIME,IA_TOP,IA_TYPE,INTEREST_AREA_FIXATION_SEQUENCE,IP_END_EVENT_MATCHED,IP_END_TIME,IP_INDEX,IP_LABEL,IP_START_EVENT_MATCHED,IP_START_TIME,REPORTING_METHOD,TRIAL_DWELL_TIME,TRIAL_FIXATION_COUNT,TRIAL_IA_COUNT,TRIAL_LABEL,TRIAL_START_TIME,TRIAL_TOTAL_VISITED_IA_COUNT,bg,bg_code,frame_number
Hetti_1,4,"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]","(512, 384)",,0,Hetti_1,4,FALSE,star32.mp4,con,test,control_session,occlusion_reappear_100fps.mp4,8,13500,Hetti_1.edf,RIGHT,condition: phase,138000,6852.33,620,2378,0.2132,FALSE,,137,1,,,1,1648,0,402.8,359.8,1,282,2017,0.1429,2,16.8,,1648,,,,,,0.2143,3,0,1,1,0,145,245,,22,,pole_AOI,2096,2,5044,563.3,480.4,2096,7139,0.0714,1,177.3,-629,5044,13.45,171.16,5043,8,4983,386,0,0,8387,4944,,0,0,0,0,0,0,282,686,2,145,1,1873,480.3,428.6,2096,7139,0.0714,1,177.3,-629,5044,282,0,245,,2096,2,5044,563.3,480.4,,,,,,,,160,RECTANGLE,"[22, 23, 0, 21, 22, 0]",TRUE,975421,1,video_IP,TRUE,961900,Fixations,11156,14,3,Trial: 4,960252,3,,,
Hetti_1,4,"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]","(512, 384)",,0,Hetti_1,4,FALSE,star32.mp4,con,test,control_session,occlusion_reappear_100fps.mp4,8,13500,Hetti_1.edf,RIGHT,condition: phase,138000,5764.5,620,833,0.0747,FALSE,,245,3,22,[22],2,2067,1,107.7,510.2,1,833,2917,0.1429,2,157.7,-530.3,2067,10.75,-170.37,2066,2,2018,0.1429,2,0,0,1,0,0,588,,23,,left_AOI,588,1,2330,148.6,510.7,833,2917,0.1429,2,157.7,-530.3,2067,1.03,4.84,2329,3,2312,-50,1,1,6003,5526,,0,0,0,0,0,0,3261,250,1,588,1,2330,148.6,510.7,,,,,,,,833,0,,,,,,,,,,,,,,,160,RECTANGLE,"[22, 23, 0, 21, 22, 0]",TRUE,975421,1,video_IP,TRUE,961900,Fixations,11156,14,3,Trial: 4,960252,3,,,
Hetti_1,4,"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]","(512, 384)",,0,Hetti_1,4,FALSE,star32.mp4,con,test,control_session,occlusion_reappear_100fps.mp4,8,13500,Hetti_1.edf,RIGHT,condition: phase,138000,4056,620,332,0.0341,FALSE,,332,3,,,2,4651,0,1015,573.8,1,332,4982,0.1111,1,241,57.9,4651,7.87,-3.31,4650,2,4599,0.1111,1,0,1,0,0,2096,0,,21,,right_AOI,332,1,4651,1015,573.8,332,4982,0.1111,1,241,57.9,4651,7.87,-3.31,4650,2,4599,774,1,1,4056,4056,,0,0,0,0,0,0,332,1074,1,,,,,,,,,,,,,332,0,2096,,,,,,,,,,,,,,160,RECTANGLE,"[0, 21, 22, 0]",TRUE,975421,2,test_IP_long,TRUE,963610,Fixations,9737,9,3,Trial: 4,960252,2,,,
Hetti_1,4,"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]","(512, 384)",,0,Hetti_1,4,FALSE,star32.mp4,con,test,control_session,occlusion_reappear_100fps.mp4,8,13500,Hetti_1.edf,RIGHT,condition: phase,138000,4944,620,2096,0.2153,FALSE,,2096,4,21,[21],3,5044,1,563.3,480.4,1,2096,7139,0.1111,1,177.3,-629,5044,13.45,171.16,5043,3,4983,0.1111,1,0,0,0,0,0,0,,22,,pole_AOI,2096,1,5044,563.3,480.4,2096,7139,0.1111,1,177.3,-629,5044,13.45,171.16,5043,3,4983,386,1,1,4944,4944,,0,0,0,0,0,0,2096,686,1,,,,,,,,,,,,,2096,0,,,,,,,,,,,,,,,160,RECTANGLE,"[0, 21, 22, 0]",TRUE,975421,2,test_IP_long,TRUE,963610,Fixations,9737,9,3,Trial: 4,960252,2,,,
Hetti_1,4,"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]","(512, 384)",,0,Hetti_1,4,FALSE,star32.mp4,con,test,control_session,occlusion_reappear_100fps.mp4,8,13500,Hetti_1.edf,RIGHT,condition: phase,138000,,620,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,23,,left_AOI,,,,,,,,,,,,,,,,,,-50,0,0,,,,,,,,,,,250,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,160,RECTANGLE,"[0, 21, 22, 0]",TRUE,975421,2,test_IP_long,TRUE,963610,Fixations,9737,9,3,Trial: 4,960252,2,,,
Hetti_1,4,"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]","(512, 384)",,0,Hetti_1,4,FALSE,star32.mp4,con,test,control_session,occlusion_reappear_100fps.mp4,8,13500,Hetti_1.edf,RIGHT,condition: phase,138000,,620,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,21,,right_AOI,,,,,,,,,,,,,,,,,,774,0,0,,,,,,,,,,,1074,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,160,RECTANGLE,"[22, 23, 0]",TRUE,963610,3,start_IP,TRUE,961900,Fixations,1419,6,3,Trial: 4,960252,2,,,
Hetti_1,4,"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]","(512, 384)",,0,Hetti_1,4,FALSE,star32.mp4,con,test,control_session,occlusion_reappear_100fps.mp4,8,13500,Hetti_1.edf,RIGHT,condition: phase,138000,7806.5,620,282,0.1987,FALSE,,137,1,,,1,1648,0,402.8,359.8,1,282,2017,0.3333,2,16.8,,1648,,,,,,0.3333,2,0,1,1,0,145,245,,22,,pole_AOI,145,1,1873,480.3,428.6,282,2017,0.3333,2,16.8,,1648,3.04,-54.39,1872,1,1785,386,0,0,8387,7226,,0,0,0,0,0,0,282,686,1,145,1,1873,480.3,428.6,,,,,,,,282,0,245,,,,,,,,,,,,,,160,RECTANGLE,"[22, 23, 0]",TRUE,963610,3,start_IP,TRUE,961900,Fixations,1419,6,3,Trial: 4,960252,2,,,
Hetti_1,4,"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]","(512, 384)",,0,Hetti_1,4,FALSE,star32.mp4,con,test,control_session,occlusion_reappear_100fps.mp4,8,13500,Hetti_1.edf,RIGHT,condition: phase,138000,5764.5,620,833,0.587,FALSE,,245,3,22,[22],2,2067,1,107.7,510.2,1,833,2917,0.3333,2,157.7,-530.3,2067,10.75,-170.37,2066,2,2018,0.3333,2,0,0,1,0,0,588,,23,,left_AOI,588,1,2330,148.6,510.7,833,2917,0.3333,2,157.7,-530.3,2067,1.03,4.84,2329,3,2312,-50,1,1,6003,5526,,0,0,0,0,0,0,833,250,1,588,1,2330,148.6,510.7,,,,,,,,833,0,,,,,,,,,,,,,,,160,RECTANGLE,"[22, 23, 0]",TRUE,963610,3,start_IP,TRUE,961900,Fixations,1419,6,3,Trial: 4,960252,2,,,
Hetti_1,4,"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]","(512, 384)",,0,Hetti_1,4,FALSE,star32.mp4,con,test,control_session,occlusion_reappear_100fps.mp4,8,13500,Hetti_1.edf,RIGHT,condition: phase,138000,4056,620,2,0.0017,FALSE,,2,3,,,2,4651,0,1015,573.8,1,2,4653,0.3333,1,241,57.9,4651,7.87,-3.31,4650,2,4599,0.3333,1,0,0,0,0,0,0,,21,,right_AOI,2,1,4651,1015,573.8,2,4653,0.3333,1,241,57.9,4651,7.87,-3.31,4650,2,4599,774,1,1,4056,4056,,0,0,0,0,0,0,2,1074,1,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,160,RECTANGLE,"[0, 21]",TRUE,964905,4,disappear_IP,TRUE,963610,Fixations,1146,3,3,Trial: 4,960252,1,,,
Hetti_1,4,"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]","(512, 384)",,0,Hetti_1,4,FALSE,star32.mp4,con,test,control_session,occlusion_reappear_100fps.mp4,8,13500,Hetti_1.edf,RIGHT,condition: phase,138000,,620,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,22,,pole_AOI,,,,,,,,,,,,,,,,,,386,0,0,,,,,,,,,,,686,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,160,RECTANGLE,"[0, 21]",TRUE,964905,4,disappear_IP,TRUE,963610,Fixations,1146,3,3,Trial: 4,960252,1,,,
Hetti_1,4,"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]","(512, 384)",,0,Hetti_1,4,FALSE,star32.mp4,con,test,control_session,occlusion_reappear_100fps.mp4,8,13500,Hetti_1.edf,RIGHT,condition: phase,138000,,620,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,23,,left_AOI,,,,,,,,,,,,,,,,,,-50,0,0,,,,,,,,,,,250,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,160,RECTANGLE,"[0, 21]",TRUE,964905,4,disappear_IP,TRUE,963610,Fixations,1146,3,3,Trial: 4,960252,1,,,
Hetti_1,4,"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]","(512, 384)",,0,Hetti_1,4,FALSE,star32.mp4,con,test,control_session,occlusion_reappear_100fps.mp4,8,13500,Hetti_1.edf,RIGHT,condition: phase,138000,,620,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,21,,right_AOI,,,,,,,,,,,,,,,,,,774,0,0,,,,,,,,,,,1074,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,160,RECTANGLE,"[22, 0]",TRUE,975421,5,IP_End,TRUE,965256,Fixations,8261,6,3,Trial: 4,960252,1,,,
Hetti_1,4,"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]","(512, 384)",,0,Hetti_1,4,FALSE,star32.mp4,con,test,control_session,occlusion_reappear_100fps.mp4,8,13500,Hetti_1.edf,RIGHT,condition: phase,138000,4944,620,2096,0.2537,FALSE,,2096,1,,,1,5044,0,563.3,480.4,1,2096,7139,0.1667,1,177.3,,5044,13.45,171.16,5043,,4983,0.1667,1,0,0,0,0,0,0,,22,,pole_AOI,2096,1,5044,563.3,480.4,2096,7139,0.1667,1,177.3,,5044,13.45,171.16,5043,,4983,386,0,0,4944,4944,,0,0,0,0,0,0,2096,686,1,,,,,,,,,,,,,2096,0,,,,,,,,,,,,,,,160,RECTANGLE,"[22, 0]",TRUE,975421,5,IP_End,TRUE,965256,Fixations,8261,6,3,Trial: 4,960252,1,,,
Hetti_1,4,"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]","(512, 384)",,0,Hetti_1,4,FALSE,star32.mp4,con,test,control_session,occlusion_reappear_100fps.mp4,8,13500,Hetti_1.edf,RIGHT,condition: phase,138000,,620,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,23,,left_AOI,,,,,,,,,,,,,,,,,,-50,0,0,,,,,,,,,,,250,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,160,RECTANGLE,"[22, 0]",TRUE,975421,5,IP_End,TRUE,965256,Fixations,8261,6,3,Trial: 4,960252,1,,,
Hetti_2,1,"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]","(512, 384)",,0,Hetti_2,1,FALSE,cuckoo_24.mp4,hab,hab1,test_session,occlusion_habituation_100fps.mp4,1,4500,Hetti_2.edf,RIGHT,condition: phase,138000,,620,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,21,,right_AOI,,,,,,,,,,,,,,,,,,774,0,0,,,,,,,,,,,1074,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,160,RECTANGLE,"[22, 23, 0, 22, 0, 23]",TRUE,8102088,1,video_IP,TRUE,8097568,Fixations,4253,10,3,Trial: 1,8097441,2,,,
Hetti_2,1,"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]","(512, 384)",,0,Hetti_2,1,FALSE,cuckoo_24.mp4,hab,hab1,test_session,occlusion_habituation_100fps.mp4,1,4500,Hetti_2.edf,RIGHT,condition: phase,138000,4870.67,620,2703,0.6356,FALSE,,41,1,,,1,127,0,550.2,459.5,1,140,276,0.2,2,164.2,,127,,,,,,0.3,3,0,1,1,0,99,116,,22,,pole_AOI,2563,2,1765,509,521.8,2563,4327,0.1,1,123,46.1,1765,2.03,6,1764,7,1733,386,0,0,5494,3797,,0,0,0,0,0,0,140,686,2,99,1,178,536.4,416.2,2563,4327,0.1,1,123,46.1,1765,140,0,116,,2563,2,1765,509,521.8,,,,,,,,160,RECTANGLE,"[22, 23, 0, 22, 0, 23]",TRUE,8102088,1,video_IP,TRUE,8097568,Fixations,4253,10,3,Trial: 1,8097441,2,,,
Hetti_2,1,"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]","(512, 384)",,0,Hetti_2,1,FALSE,cuckoo_24.mp4,hab,hab1,test_session,occlusion_habituation_100fps.mp4,1,4500,Hetti_2.edf,RIGHT,condition: phase,138000,4316.4,620,1101,0.2589,FALSE,,116,3,22,[22],2,349,1,110.9,513,1,1067,1484,0.4,4,160.9,-586.4,349,12.05,-169.2,348,2,277,0.5,5,0,0,3,0,0,951,,23,,left_AOI,34,2,4613,109.1,458.5,34,4647,0.1,1,159.1,-365.9,4613,1.89,170.02,4612,9,4575,-50,1,1,4796,4056,,0,0,0,0,0,0,3664,250,2,377,1,488,-15.8,525.2,34,4647,0.1,1,159.1,-365.9,4613,1101,0,,,328,1,887,104.1,522.2,,,,,,,,160,RECTANGLE,"[22, 23, 0, 22, 0, 23]",TRUE,8102088,1,video_IP,TRUE,8097568,Fixations,4253,10,3,Trial: 1,8097441,2,,,
Hetti_2,1,"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]","(512, 384)",,0,Hetti_2,1,FALSE,cuckoo_24.mp4,hab,hab1,test_session,occlusion_habituation_100fps.mp4,1,4500,Hetti_2.edf,RIGHT,condition: phase,138000,,620,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,21,,right_AOI,,,,,,,,,,,,,,,,,,774,0,0,,,,,,,,,,,1074,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,160,RECTANGLE,"[22, 0, 23]",TRUE,8102088,2,test_IP_long,TRUE,8099275,Fixations,2750,3,3,Trial: 1,8097441,2,,,
Hetti_2,1,"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]","(512, 384)",,0,Hetti_2,1,FALSE,cuckoo_24.mp4,hab,hab1,test_session,occlusion_habituation_100fps.mp4,1,4500,Hetti_2.edf,RIGHT,condition: phase,138000,3797,620,2494,0.9069,FALSE,,2494,1,,,1,1834,0,509,521.8,1,2494,4327,0.3333,1,123,,1834,,,,,,0.3333,1,0,0,0,0,0,0,,22,,pole_AOI,2494,1,1834,509,521.8,2494,4327,0.3333,1,123,,1834,,,,,,386,0,0,3797,3797,,0,0,0,0,0,0,2494,686,1,,,,,,,,,,,,,2494,0,34,,,,,,,,,,,,,,160,RECTANGLE,"[22, 0, 23]",TRUE,8102088,2,test_IP_long,TRUE,8099275,Fixations,2750,3,3,Trial: 1,8097441,2,,,
Hetti_2,1,"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]","(512, 384)",,0,Hetti_2,1,FALSE,cuckoo_24.mp4,hab,hab1,test_session,occlusion_habituation_100fps.mp4,1,4500,Hetti_2.edf,RIGHT,condition: phase,138000,4098,620,34,0.0124,FALSE,,34,3,,[22],3,4613,1,109.1,458.5,1,34,4647,0.3333,1,159.1,-365.9,4613,1.89,170.02,4612,2,4575,0.3333,1,0,0,0,0,0,0,,23,,left_AOI,34,1,4613,109.1,458.5,34,4647,0.3333,1,159.1,-365.9,4613,1.89,170.02,4612,2,4575,-50,1,0,4098,4098,,0,0,0,0,0,0,34,250,1,,,,,,,,,,,,,34,0,,,,,,,,,,,,,,,160,RECTANGLE,"[22, 0, 23]",TRUE,8102088,2,test_IP_long,TRUE,8099275,Fixations,2750,3,3,Trial: 1,8097441,2,,,
Hetti_2,1,"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]","(512, 384)",,0,Hetti_2,1,FALSE,cuckoo_24.mp4,hab,hab1,test_session,occlusion_habituation_100fps.mp4,1,4500,Hetti_2.edf,RIGHT,condition: phase,138000,,620,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,21,,right_AOI,,,,,,,,,,,,,,,,,,774,0,0,,,,,,,,,,,1074,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,160,RECTANGLE,"[22, 23, 0, 22]",TRUE,8099275,3,start_IP,TRUE,8097568,Fixations,1503,8,3,Trial: 1,8097441,2,,,
Hetti_2,1,"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]","(512, 384)",,0,Hetti_2,1,FALSE,cuckoo_24.mp4,hab,hab1,test_session,occlusion_habituation_100fps.mp4,1,4500,Hetti_2.edf,RIGHT,condition: phase,138000,4870.67,620,209,0.1391,FALSE,,41,1,,,1,127,0,550.2,459.5,1,140,276,0.25,2,164.2,,127,,,,,,0.375,3,0,1,1,0,99,116,,22,,pole_AOI,69,2,1765,509,521.8,69,1834,0.125,1,123,46.1,1765,2.03,6,1764,7,1733,386,0,0,5494,3797,,0,0,0,0,0,0,140,686,2,99,1,178,536.4,416.2,69,1834,0.125,1,123,46.1,1765,140,0,116,,69,2,1765,509,521.8,,,,,,,,160,RECTANGLE,"[22, 23, 0, 22]",TRUE,8099275,3,start_IP,TRUE,8097568,Fixations,1503,8,3,Trial: 1,8097441,2,,,
Hetti_2,1,"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]","(512, 384)",,0,Hetti_2,1,FALSE,cuckoo_24.mp4,hab,hab1,test_session,occlusion_habituation_100fps.mp4,1,4500,Hetti_2.edf,RIGHT,condition: phase,138000,4371,620,1067,0.7099,FALSE,,116,3,22,[22],2,349,1,110.9,513,1,1067,1484,0.5,4,160.9,-586.4,349,12.05,-169.2,348,2,277,0.5,4,0,0,3,0,0,951,,23,,left_AOI,246,1,1239,225.6,547,1067,1484,0.5,4,160.9,-586.4,349,1.36,-24.38,1238,5,1215,-50,1,1,4796,4056,,0,0,0,0,0,0,1136,250,1,377,1,488,-15.8,525.2,,,,,,,,1067,0,,,328,1,887,104.1,522.2,,,,,,,,160,RECTANGLE,"[22, 23, 0, 22]",TRUE,8099275,3,start_IP,TRUE,8097568,Fixations,1503,8,3,Trial: 1,8097441,2,,,
Hetti_2,1,"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]","(512, 384)",,0,Hetti_2,1,FALSE,cuckoo_24.mp4,hab,hab1,test_session,occlusion_habituation_100fps.mp4,1,4500,Hetti_2.edf,RIGHT,condition: phase,138000,,620,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,21,,right_AOI,,,,,,,,,,,,,,,,,,774,0,0,,,,,,,,,,,1074,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,160,RECTANGLE,[22],TRUE,8100574,4,disappear_IP,TRUE,8099275,Fixations,1299,1,3,Trial: 1,8097441,1,,,
Hetti_2,1,"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]","(512, 384)",,0,Hetti_2,1,FALSE,cuckoo_24.mp4,hab,hab1,test_session,occlusion_habituation_100fps.mp4,1,4500,Hetti_2.edf,RIGHT,condition: phase,138000,3797,620,1299,1,FALSE,,1299,1,,,1,1834,0,509,521.8,1,1299,3133,1,1,123,,1834,,,,,,1,1,0,0,0,0,0,0,,22,,pole_AOI,1299,1,1834,509,521.8,1299,3133,1,1,123,,1834,,,,,,386,0,0,3797,3797,,0,0,0,0,0,0,1299,686,1,,,,,,,,,,,,,1299,0,,,,,,,,,,,,,,,160,RECTANGLE,[22],TRUE,8100574,4,disappear_IP,TRUE,8099275,Fixations,1299,1,3,Trial: 1,8097441,1,,,
Hetti_2,1,"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]","(512, 384)",,0,Hetti_2,1,FALSE,cuckoo_24.mp4,hab,hab1,test_session,occlusion_habituation_100fps.mp4,1,4500,Hetti_2.edf,RIGHT,condition: phase,138000,,620,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,23,,left_AOI,,,,,,,,,,,,,,,,,,-50,0,0,,,,,,,,,,,250,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,160,RECTANGLE,[22],TRUE,8100574,4,disappear_IP,TRUE,8099275,Fixations,1299,1,3,Trial: 1,8097441,1,,,
Hetti_2,1,"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]","(512, 384)",,0,Hetti_2,1,FALSE,cuckoo_24.mp4,hab,hab1,test_session,occlusion_habituation_100fps.mp4,1,4500,Hetti_2.edf,RIGHT,condition: phase,138000,,620,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,21,,right_AOI,,,,,,,,,,,,,,,,,,774,0,0,,,,,,,,,,,1074,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,160,RECTANGLE,"[22, 0, 23]",TRUE,8102088,5,IP_End,TRUE,8100918,Fixations,1107,3,3,Trial: 1,8097441,2,,,
Hetti_2,1,"[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]","(512, 384)",,0,Hetti_2,1,FALSE,cuckoo_24.mp4,hab,hab1,test_session,occlusion_habituation_100fps.mp4,1,4500,Hetti_2.edf,RIGHT,condition: phase,138000,3797,620,851,0.7687,FALSE,,851,1,,,1,3477,0,509,521.8,1,851,4327,0.3333,1,123,,3477,,,,,,0.3333,1,0,0,0,0,0,0,,22,,pole_AOI,851,1,3477,509,521.8,851,4327,0.3333,1,123,,3477,,,,,,386,0,0,3797,3797,,0,0,0,0,0,0,851,686,1,,,,,,,,,,,,,851,0,34,,,,,,,,,,,,,,160,RECTANGLE,"[22, 0, 23]",TRUE,8102088,5,IP_End,TRUE,8100918,Fixations,1107,3,3,Trial: 1,8097441,2,,,
